,id,value
87,id_87,10.894182310426727
88,id_88,11.87868900749546
89,id_89,23.322218958770904
90,id_90,25.922612121925457
91,id_91,10.785006123856984
92,id_92,12.48883987916945
93,id_93,8.148906449455144
94,id_94,30.469242876981184
95,id_95,14.302617256901899
96,id_96,14.365868301539859
97,id_97,8.658171607226553
98,id_98,10.49824423369547
99,id_99,4.847755683424271
100,id_100,12.272489953526177
101,id_101,16.3011483617561
102,id_102,10.686887520755242
103,id_103,6.199769462759349
104,id_104,13.065179278194934
105,id_105,31.14471974775476
106,id_106,23.130736799239973
107,id_107,8.316214549420614
108,id_108,14.967764131659253
109,id_109,15.093645019622553
110,id_110,12.858711921409817
111,id_111,15.440761872103208
112,id_112,12.485156442324458
113,id_113,24.131622877184924
114,id_114,20.03509812267308
115,id_115,13.807405129693802
116,id_116,9.69835476999094
117,id_117,37.02896773237798
118,id_118,25.422093573870328
119,id_119,2.8231992721394796
120,id_120,3.727374945025886
121,id_121,11.290648230306294
122,id_122,14.5718215589146
123,id_123,14.121568084194971
124,id_124,6.9194012288528235
125,id_125,23.379487552986756
126,id_126,19.504605710504567
127,id_127,12.259137329294925
128,id_128,17.670413512297642
129,id_129,15.649736723401842
130,id_130,5.010521386743751
131,id_131,30.582932555850707
132,id_132,13.448890581632261
133,id_133,23.24377139249441
134,id_134,20.759180565284048
135,id_135,18.88524722151417
136,id_136,9.96454924809815
137,id_137,17.604477751250208
138,id_138,63.39906585361307
139,id_139,52.73725473957798
140,id_140,23.820998217384954
141,id_141,15.784312841278728
142,id_142,21.998558954074973
143,id_143,8.4450452450975
144,id_144,11.584117503885896
145,id_145,9.769937248742753
146,id_146,19.05768860633996
147,id_147,7.8927479058431125
148,id_148,12.675985284262577
149,id_149,15.521602637491004
150,id_150,42.57838789186006
151,id_151,18.297555820003723
152,id_152,21.08422912945467
153,id_153,14.34576918014479
154,id_154,13.32244819806928
155,id_155,23.47751909773962
156,id_156,18.69534211131032
157,id_157,29.04022757939995
158,id_158,4.119411817242735
159,id_159,17.446831853204884
160,id_160,36.30969146893992
161,id_161,16.90265644448168
162,id_162,45.5591209129647
163,id_163,17.517856372141217
164,id_164,31.512432814862166
165,id_165,21.747664702382572
166,id_166,18.393902116753967
167,id_167,2.917968140655841
168,id_168,55.09100696087445
169,id_169,15.848950832648661
170,id_170,16.142019152996607
171,id_171,56.54882910977743
172,id_172,18.59412948261044
173,id_173,3.9067051975446105
174,id_174,20.544324038193395
175,id_175,3.646674024817667
176,id_176,7.181266289587207
177,id_177,16.815472731669406
178,id_178,18.368612323518093
179,id_179,18.414464297197792
180,id_180,35.92409742718381
181,id_181,23.732041425741734
182,id_182,25.054049401122054
183,id_183,11.772447628883418
184,id_184,8.946869690090349
185,id_185,34.91960865802628
186,id_186,31.468548255525477
187,id_187,28.08333504270381
188,id_188,14.449755666144593
189,id_189,19.46729743272261
190,id_190,13.645555680790752
191,id_191,13.472812107877152
192,id_192,28.279928043901574
193,id_193,64.18328508497288
194,id_194,25.526704158122886
195,id_195,11.232530588191137
196,id_196,50.508115160009396
197,id_197,14.470733115886132
198,id_198,17.365519040498928
199,id_199,20.48571285344165
200,id_200,102.10844894089215
201,id_201,23.020351629400228
202,id_202,48.80872704999949
203,id_203,5.706314242515937
204,id_204,51.25861682616706
205,id_205,30.094649805020975
206,id_206,15.815228858900117
207,id_207,13.58596171383426
208,id_208,52.714856876359605
209,id_209,12.994630219495232
210,id_210,25.956228330208297
211,id_211,59.00266031808272
212,id_212,18.243958668897776
213,id_213,95.81507787650939
214,id_214,33.45106690888259
215,id_215,66.94884335589256
216,id_216,75.65880416276573
217,id_217,57.85027178704049
218,id_218,25.161015055186283
219,id_219,17.35062846853503
220,id_220,26.533058693215292
221,id_221,45.02244927209534
222,id_222,24.525308571239975
223,id_223,33.872929830890094
224,id_224,37.13136496690697
225,id_225,8.232451534336843
226,id_226,5.43102699623573
227,id_227,57.39729462500996
228,id_228,24.155702937087305
229,id_229,3.1396126043483683
230,id_230,32.90555094534043
231,id_231,13.774661973646419
232,id_232,19.085602721419246
233,id_233,8.542832487634382
234,id_234,11.255975939750439
235,id_235,19.444059703235254
236,id_236,12.058429504405597
237,id_237,1.900382819502294
238,id_238,19.34583589752682
239,id_239,2.8987880861750064
